-0.028172951	0.025816219	-0.06363897	0.0005447502	-0.051888943	-0.005895222	0.021268511	-0.04310874	-0.0470323	-0.020929525	-0.013638346	0.008659157	-0.024075372	-0.026250783	-0.02817024	-0.0054275305
0.0062622847	-0.043044567	0.0028297836	0.046450265	-0.02501277	0.0337015	0.0040609282	-0.031567954	0.023897184	0.040488444	0.00869782	0.009945061	-0.029697163	0.029001009	0.012726119	0.009377042
0.02625747	-0.008409952	-0.02367226	0.03040525	0.007283725	0.046876024	0.009651877	0.046038732	0.015522318	0.0313984	0.021235567	0.007696882	0.01630142	0.012275009	-0.02251883	-0.03371421
-0.023405332	0.029337589	-0.038220525	0.007676919	-0.024805767	-0.028968193	0.005620979	-0.048216693	-0.055840377	0.0066327313	-0.042758953	-0.020657599	-0.057017136	0.029604798	-0.014020534	0.011817767
-0.018493522	-0.06122771	-0.0341465	0.037441257	-0.01953238	0.039328042	0.020307159	-0.041126397	-0.03886751	0.024986874	-0.02553955	0.013027517	0.029282048	-0.0013923655	-0.022057932	0.016512616
0.06593738	0.03305556	0.01746983	-0.03457457	0.0013692797	-0.009208566	-0.011926655	0.011367915	-0.019549916	-0.0324745	0.009935459	-0.023193011	-0.0011259537	0.009613642	0.058589935	-0.07167111
0.051606484	-0.003215438	-0.009793642	0.024094088	-0.021067483	0.00013805146	-0.0077446485	0.0025050095	0.005176803	0.053361163	-0.034846485	0.004668008	-0.022209754	0.021723162	0.0022108064	0.008067828
-0.06400593	-0.0028402167	0.005555501	0.03066176	-0.037642412	0.017159896	0.0068789097	-0.020669274	0.0031323642	-0.012339715	-0.025652952	0.0030666413	-0.056317538	0.06365536	-0.0071598617	-0.016905963
-0.042644627	-0.06090588	-0.07211809	-0.023353552	0.012001297	-0.0068380805	-0.032367714	-0.035784557	0.028483478	-0.003385658	-0.009832002	0.03189811	-0.022687472	0.009837244	-0.023217231	0.029200397
-0.0119145475	0.052116737	0.038300667	-0.02521919	-0.030799333	-0.030852154	0.030917112	0.03676098	-0.0389189	0.035628404	0.013049322	-0.035862964	0.014590844	-0.02126051	0.047765065	-0.015969165
-0.02680476	0.0054774815	0.015501048	0.02028109	0.025583422	0.04848381	0.04164387	-0.025678089	-0.040063147	-0.019411657	-0.0055076354	0.04432389	0.022816451	-0.016513575	0.0036455013	-0.014248374
-0.02354146	-0.0013298017	0.009919914	0.003721301	-0.032423247	0.051736113	-0.009262618	-0.0033833962	-0.002202205	-0.0026135428	-0.019830452	0.028196426	0.012850019	0.04565861	-0.091979004	0.018103195
-0.007662047	-0.0038634257	0.067922786	-0.012205191	0.014826854	0.034537308	0.021839067	-0.00028770833	0.011150807	-0.01795687	-0.014470659	-0.046390623	-0.017656794	-0.04029234	0.05620273	0.0010324195
0.04606047	-0.03340321	-0.02924403	-0.083914764	0.04889508	0.013374072	-0.00409799	0.0047522574	0.021739615	0.031727836	-0.07393293	0.023117637	0.022219779	0.0068692164	0.044441875	-0.016000794
-0.02168328	0.009847782	-0.019498339	-0.0066878027	-0.001816688	0.03382496	0.06402377	-0.048193607	-0.016311161	-0.027853407	-0.03973334	0.02721482	-0.00352365	0.001592016	-0.031966176	0.06444668
-0.0057170494	-0.006616422	-0.010605614	-0.012846628	0.045870963	0.014320617	0.0065776682	0.013538359	0.024163216	-0.011081709	-0.03126054	-0.01967956	0.022009313	0.03922998	0.027852403	-0.01203578
0.06900353	-0.010461502	0.03090556	-0.05207711	0.051239137	-0.011596431	0.010648986	-0.009066077	-0.010003934	0.008248124	-0.019840464	-3.582143e-06	0.0070939	-0.0135700535	-0.027536038	-0.04594694
0.053098768	-0.014254638	-0.0348804	-0.03348276	0.03741694	-0.044831105	0.008954771	-0.008851538	0.05243148	0.002889385	0.049703356	-0.03518849	0.0013577674	-0.038940284	-0.010216033	0.019038184
-0.022772457	-0.019330299	0.062529474	-0.027316302	0.007224089	-0.005644581	0.020689216	0.008475758	-0.016661238	-0.028097507	-0.0058877617	-0.0017984338	0.031535618	0.019792644	0.014788524	0.0021028921
